Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM0079,TV,Groceries,Sabah,433858.5916,373251.0,764539.0,39435.0,5.1580102519295945,6377.0,16.170914162545962,831961.0,222.8958529247075,136.0,2023-05-26 00:00:00.000000000,2023-10-09 00:00:00.000000000,5.0,2.0,Low
CAM0080,TV,Automotive,Sarawak,265332.0,122205.0,521665.0,21669.0,4.153815187907949,3261.0,15.04914855323273,449988.0,368.2238860930404,198.0,2023-05-27 00:00:00.000000000,2023-12-11 00:00:00.000000000,3.0,3.0,Low
CAM0081,Billboard,Automotive,Johor,120303.0,197297.31903485255,503454.0,5878.0,1.1675346704962122,5118.0,87.07043211976863,735919.0,373.0,78.0,2023-04-05 00:00:00.000000000,2023-06-22 00:00:00.000000000,1.0,1.0,High
CAM0082,Billboard,Groceries,Sarawak,390816.0,284790.0,399811.0,32929.0,8.236141576895083,1534.0,4.658507698381366,158823.0,55.76846097124197,158.0,2023-07-07 00:00:00.000000000,2023-12-12 00:00:00.000000000,2.0,5.0,High
CAM0083,TV,Groceries,Sabah,360174.0,12534.0,471124.0,15915.0,3.378091542778547,5597.0,35.16808042726987,894902.0,7139.795755544918,272.0,2023-02-01 00:00:00.000000000,2023-10-31 00:00:00.000000000,5.0,7.0,High
CAM0084,Email,Electronics,Kuala Lumpur,57498.0,33870.0,851998.0,29268.0,3.435219331500778,8067.0,27.56252562525625,422825.0,1248.376144080307,228.0,2023-03-11 00:00:00.000000000,2023-10-25 00:00:00.000000000,4.0,2.0,Medium
CAM0085,Email,Health,Penang,164309.0,310139.0,753079.0,21753.0,2.8885415739915734,6575.0,30.22571599319634,109855.0,35.42121435872303,271.0,2023-02-14 00:00:00.000000000,2023-11-12 00:00:00.000000000,2.0,7.0,High
CAM0086,TV,Groceries,Kuala Lumpur,163590.0,198600.0,425955.0,19158.0,4.497658203331338,6711.0,35.02975258377701,215672.0,108.5961732124874,167.0,2023-01-26 00:00:00.000000000,2023-07-12 00:00:00.000000000,5.0,8.0,Low
CAM0087,Radio,Automotive,Kuala Lumpur,288380.0,218987.0,845550.0,15660.0,1.8520489622139436,7556.0,48.250319284802046,653856.0,298.58210761369395,69.0,2023-02-07 00:00:00.000000000,2023-04-17 00:00:00.000000000,3.0,8.891494937,Medium
CAM0088,Radio,Groceries,Kuala Lumpur,33982.0,249632.0,131540.0,16106.0,12.244184278546449,3228.0,20.042220290574942,705389.0,282.57154531470326,62.0,2023-03-29 00:00:00.000000000,2023-05-30 00:00:00.000000000,3.0,10.0,Medium
CAM0089,Email,Electronics,Penang,464714.0,298018.0,102378.69822485207,34604.0,33.800000000000004,2323.0,6.713096751820599,688269.0,230.94880175022988,177.0,2023-01-18 00:00:00.000000000,2023-07-14 00:00:00.000000000,4.0,3.0,Low
CAM0090,Billboard,Automotive,Johor,261293.0,239895.0,30717.0,21332.0,69.4468860891363,9265.0,43.43240202512657,980255.0,408.61835386314846,134.0,2023-08-18 00:00:00.000000000,2023-12-30 00:00:00.000000000,4.0,1.0,Low
CAM0091,Billboard,Groceries,Johor,300266.0,12107.0,989271.0,13912.0,1.4062880646455824,3766.0,27.070155261644622,979816.0,8092.971008507475,227.0,2023-02-13 00:00:00.000000000,2023-09-28 00:00:00.000000000,5.0,1.0,Medium
CAM0092,Social Media,Automotive,Sarawak,240678.0,262587.0,675119.0,33224.0,4.9212064835977065,713.0,2.1460390079460634,211201.0,80.4308667222673,127.0,2023-07-05 00:00:00.000000000,2023-11-09 00:00:00.000000000,4.0,7.0,High
CAM0093,TV,Health,Sabah,57369.0,387773.0,944271.0,33114.0,3.506832254723485,5122.0,15.467777979102495,526244.0,135.709293839437,164.0,2023-07-15 00:00:00.000000000,2023-12-26 00:00:00.000000000,2.0,6.0,Low
CAM0094,Radio,Groceries,Johor,134306.0,233715.0,474289.5,1549171.9939716312,68.57,43686.65023,2.82,752108.0,321.80561795349035,243.0,2023-01-28 00:00:00.000000000,2023-09-28 00:00:00.000000000,4.0,9.0,High
CAM0095,Billboard,Groceries,Sarawak,169917.0,251857.5,172342.0,2155.0,1.2504206751691405,521.0,24.17633410672854,479817.0,94.0,48.0,2023-08-24 00:00:00.000000000,2023-10-11 00:00:00.000000000,4.0,1.0,Low
CAM0096,Radio,Groceries,Sabah,160699.0,412895.0,540998.0,14098.0,2.6059246060059373,5785.0,41.03418924670166,576303.0,139.57616343138085,60.0,2023-10-04 00:00:00.000000000,2023-12-03 00:00:00.000000000,1.0,10.0,Medium
CAM0097,Social Media,Fashion,Kuala Lumpur,463910.0,246897.0,284471.0,16142.0,5.674392117298424,4331.0,17.35950508788159,246641.0,356.0,194.0,2023-05-08 00:00:00.000000000,2023-11-18 00:00:00.000000000,4.0,10.0,High
CAM0098,Social Media,Health,Johor,423274.0,83048.17275747508,829762.0,7240.0,0.8725393546583237,8933.0,81.04780029105564,249975.0,301.0,42.0,2023-02-17 00:00:00.000000000,2023-03-31 00:00:00.000000000,2.0,8.0,Medium
CAM0099,Email,Health,Penang,404627.0,384560.0,884588.0,37345.0,4.221739386019254,134.0,0.3588164412906681,714036.0,185.67609735801955,69.0,2023-05-05 00:00:00.000000000,2023-07-13 00:00:00.000000000,3.0,6.0,High
CAM0100,Social Media,Automotive,Sabah,379386.0,257773.0,278557.5485799701,37271.0,13.38,8242.0,22.113707708406,144096.0,55.900346428834666,72.0,2023-02-14 00:00:00.000000000,2023-04-27 00:00:00.000000000,3.0,2.0,Medium
CAM0101,Billboard,Automotive,Kuala Lumpur,246551.0,430731.0,32024.709302325584,22033.0,68.8,871.0,3.953161167339899,146253.0,33.954602756708944,296.0,2023-04-28 00:00:00.000000000,2024-02-18 00:00:00.000000000,1.0,10.0,High
CAM0102,Radio,Automotive,Sabah,357142.0,282818.0,163314.0,21389.0,13.096856362589856,1123.0,5.250362335780074,200414.0,70.86324067067868,154.0,2023-07-30 00:00:00.000000000,2023-12-31 00:00:00.000000000,4.0,6.0,Low
CAM0103,Radio,Electronics,Sabah,35511.0,382657.0,329528.0,29397.0,8.920941467796363,1114.0,3.789502330169745,831496.0,217.29538463950746,222.0,2023-01-30 00:00:00.000000000,2023-09-09 00:00:00.000000000,4.0,6.0,Low
CAM0104,Billboard,Automotive,Kuala Lumpur,378728.0,118020.0,959663.0,10749.0,1.120080694993972,9113.0,84.77997953297981,552498.0,468.13929842399597,284.0,2023-03-23 00:00:00.000000000,2024-01-01 00:00:00.000000000,3.0,4.0,Medium
CAM0105,Email,Health,Kuala Lumpur,17296.0,206501.0,514341.0,46601.0,9.06033156991179,1001.0,2.1480225746228623,93948.0,45.49517920010073,78.0,2022-11-29 00:00:00.000000000,2023-02-15 00:00:00.000000000,3.0,4.0,Low
CAM0106,TV,Health,Penang,51967.0,3859511.734,884809.0,26510.0,54.04,7366.0,41.959999999999994,6213813.891740001,161.0,127.0,2023-08-09 00:00:00.000000000,2023-12-14 00:00:00.000000000,5.0,8.0,Low
CAM0107,Billboard,Groceries,Johor,309190.0,2660363.6363636362,708475.0,34889.0,4.924520978157309,8835.0,25.323167760612225,877920.0,33.0,113.0,2023-08-27 00:00:00.000000000,2023-12-18 00:00:00.000000000,3.0,5.0,High
CAM0108,Radio,Electronics,Johor,457300.0,177358.80681818182,37124.0,17742.0,47.79118629458032,4117.0,23.204824709728328,624303.0,352.0,62.0,2023-08-17 00:00:00.000000000,2023-10-18 00:00:00.000000000,4.0,3.0,Low
CAM0109,TV,Health,Sarawak,385762.0,230257.0,897917.0,29593.0,3.2957389157349732,9629.562199999998,32.54,216606.0,94.0714071667745,22.0,2023-01-14 00:00:00.000000000,2023-02-05 00:00:00.000000000,4.0,9.0,High
CAM0110,TV,Electronics,Johor,292903.0,255339.0,700146.0,8641.0,1.2341711585869233,8702.0,99.29901172144334,571098.0,223.66266022816728,270.0,2022-05-02 00:00:00.000000000,2023-01-27 00:00:00.000000000,2.0,7.0,Low
CAM0111,Radio,Electronics,Sarawak,100306.0,269112.0,669946.0,30259.067357512955,77.42,1752.0,5.79,332355.0,123.50062427539463,8.0,2023-06-26 00:00:00.000000000,2023-07-04 00:00:00.000000000,2.0,4.0,High
CAM0112,TV,Automotive,Johor,160492.0,211951.0,367940.0,40491.0,11.004783388595966,9869.0,24.373317527351755,559550.64,264.0,78.0,2023-07-12 00:00:00.000000000,2023-09-28 00:00:00.000000000,4.0,2.0,High
CAM0113,Billboard,Electronics,Johor,320750.0,230161.0,233502.0,47781.0,20.46277976205771,8677.0,18.159938050689604,501123.0,217.72715620804567,108.0,2023-03-20 00:00:00.000000000,2023-07-06 00:00:00.000000000,5.0,7.0,High
